name,fragment,score,label
biden-to-linus.wav,0,-2.050504,-2.050503969192505
biden-to-linus.wav,1,-3.2209702,-3.2209701538085938
biden-to-linus.wav,2,3.3243568,3.3243567943573
biden-to-linus.wav,3,-3.5972555,-3.5972554683685303
biden-to-linus.wav,4,-3.578179,-3.578178882598877
biden-to-linus.wav,5,-2.8804438,-2.880443811416626
biden-to-linus.wav,6,-0.7873268,-0.7873268127441406
biden-to-linus.wav,7,-3.4097443,-3.4097442626953125
biden-to-linus.wav,8,-3.2746568,-3.2746567726135254
biden-to-linus.wav,9,-3.430733,-3.4307329654693604
biden-to-linus.wav,10,0.92588305,0.9258830547332764
biden-to-linus.wav,11,-3.4878354,-3.48783540725708
biden-to-linus.wav,12,-3.2720764,-3.272076368331909
biden-to-linus.wav,13,-3.620351,-3.6203510761260986
biden-to-linus.wav,14,-3.3101003,-3.3101003170013428
biden-to-linus.wav,15,4.3281527,4.328152656555176
biden-to-linus.wav,16,-3.3279068,-3.327906847000122
biden-to-linus.wav,17,-3.3401954,-3.340195417404175
biden-to-linus.wav,18,-3.4306765,-3.4306764602661133
biden-to-linus.wav,19,-3.554565,-3.554564952850342
biden-to-linus.wav,20,4.0678306,4.067830562591553
biden-to-linus.wav,21,-3.096303,-3.0963029861450195
biden-to-linus.wav,22,-3.2872481,-3.287248134613037
biden-to-linus.wav,23,-3.1151567,-3.115156650543213
biden-to-linus.wav,24,-3.6025634,-3.6025633811950684
biden-to-linus.wav,25,-3.2806308,-3.2806308269500732
biden-to-linus.wav,26,-3.6475255,-3.6475255489349365
biden-to-linus.wav,27,-3.5395956,-3.539595603942871
biden-to-linus.wav,28,-2.9880183,-2.988018274307251
biden-to-linus.wav,29,-3.2737846,-3.273784637451172
biden-to-linus.wav,30,-3.5261495,-3.5261495113372803
biden-to-linus.wav,31,-3.5561042,-3.5561041831970215
biden-to-linus.wav,32,-3.4561017,-3.456101655960083
biden-to-linus.wav,33,-2.0491126,-2.049112558364868
biden-to-linus.wav,34,-0.4296399,-0.42963990569114685
biden-to-linus.wav,35,1.9903442,1.9903441667556763
biden-to-linus.wav,36,-0.5746134,-0.5746133923530579
biden-to-linus.wav,37,-3.357121,-3.357120990753174
biden-to-linus.wav,38,-3.4907556,-3.490755558013916
biden-to-linus.wav,39,-3.3555937,-3.355593681335449
biden-to-linus.wav,40,-3.0142968,-3.014296770095825
biden-to-linus.wav,41,-3.4202754,-3.4202754497528076
biden-to-linus.wav,42,-3.3889573,-3.3889572620391846
biden-to-linus.wav,43,-3.4808693,-3.4808692932128906
biden-to-linus.wav,44,-3.5181744,-3.518174409866333
biden-to-linus.wav,45,-3.2691097,-3.2691097259521484
biden-to-linus.wav,46,-3.445696,-3.4456961154937744
biden-to-linus.wav,47,-3.6112292,-3.611229181289673
biden-to-linus.wav,48,-3.6051505,-3.6051504611968994
biden-to-linus.wav,49,-2.6120446,-2.6120445728302
biden-to-linus.wav,50,-2.4109867,-2.4109866619110107
biden-to-linus.wav,51,-3.4751165,-3.475116491317749
biden-to-linus.wav,52,4.504868,4.504868030548096
biden-to-linus.wav,53,-2.4701288,-2.4701287746429443
biden-to-linus.wav,54,-3.4867058,-3.486705780029297
biden-to-linus.wav,55,-3.3895829,-3.389582872390747
biden-to-linus.wav,56,-3.623476,-3.623476028442383
biden-to-linus.wav,57,-3.6040418,-3.604041814804077
biden-to-linus.wav,58,-2.8613813,-2.8613812923431396
biden-to-linus.wav,59,-3.5756543,-3.5756542682647705
biden-to-linus.wav,60,1.2057062,1.205706238746643
biden-to-linus.wav,61,-3.53527,-3.5352699756622314
biden-to-linus.wav,62,-1.2384439,-1.2384438514709473
biden-to-linus.wav,63,-3.5020583,-3.502058267593384
biden-to-linus.wav,64,-3.4402506,-3.4402506351470947
biden-to-linus.wav,65,-3.38129,-3.3812899589538574
biden-to-linus.wav,66,-1.1399975,-1.1399974822998047
biden-to-linus.wav,67,-1.7651587,-1.7651586532592773
biden-to-linus.wav,68,0.669998,0.6699979901313782
biden-to-linus.wav,69,-3.552416,-3.5524160861968994
biden-to-linus.wav,70,4.198356,4.1983561515808105
biden-to-linus.wav,71,-3.565649,-3.5656490325927734
biden-to-linus.wav,72,-3.1734707,-3.1734707355499268
biden-to-linus.wav,73,-3.516579,-3.5165789127349854
biden-to-linus.wav,74,-3.4223359,-3.4223358631134033
biden-to-linus.wav,75,-2.8260787,-2.8260786533355713
biden-to-linus.wav,76,-3.5638711,-3.563871145248413
biden-to-linus.wav,77,-3.527603,-3.5276029109954834
biden-to-linus.wav,78,-3.6139479,-3.613947868347168
biden-to-linus.wav,79,-3.6172163,-3.6172163486480713
biden-to-linus.wav,80,2.9522476,2.9522476196289062
biden-to-linus.wav,81,-3.5461693,-3.5461692810058594
biden-to-linus.wav,82,-3.639933,-3.6399331092834473
biden-to-linus.wav,83,-3.4468272,-3.4468271732330322
biden-to-linus.wav,84,-2.148735,-2.1487350463867188
biden-to-linus.wav,85,-2.0674338,-2.0674338340759277
biden-to-linus.wav,86,-3.5664437,-3.566443681716919
biden-to-linus.wav,87,-0.46496835,-0.46496835350990295
biden-to-linus.wav,88,-3.550565,-3.550565004348755
biden-to-linus.wav,89,-3.5024118,-3.5024118423461914
