fname,duration
lalka_1_01_f000051.wav,0.24097752571105957
lalka_1_01_f000061.wav,0.2063460350036621
lalka_1_02_f000064.wav,0.2543795108795166
lalka_1_02_f000079.wav,0.17909836769104004
lalka_1_02_f000081.wav,0.16767263412475586
lalka_1_02_f000114.wav,0.1371779441833496
lalka_1_02_f000140.wav,0.1464071273803711
lalka_1_02_f000142.wav,0.16931557655334473
lalka_1_03_f000027.wav,0.20232272148132324
lalka_1_03_f000039.wav,0.13556575775146484
lalka_1_03_f000058.wav,0.09179925918579102
lalka_1_03_f000112.wav,0.2135453224182129
lalka_1_03_f000116.wav,0.2007746696472168
lalka_1_03_f000138.wav,0.16207623481750488
lalka_1_03_f000156.wav,0.09656262397766113
lalka_1_03_f000163.wav,0.061875343322753906
lalka_1_03_f000183.wav,0.2166590690612793
lalka_1_03_f000213.wav,0.18840932846069336
lalka_1_04_f000032.wav,0.06681942939758301
lalka_1_04_f000056.wav,0.14072346687316895
lalka_1_04_f000086.wav,0.18867015838623047
lalka_1_04_f000111.wav,0.13301825523376465
lalka_1_04_f000164.wav,0.14455962181091309
lalka_1_04_f000187.wav,0.05022883415222168
lalka_1_04_f000235.wav,0.10574460029602051
lalka_1_05_f000006.wav,0.13847970962524414
lalka_1_05_f000009.wav,0.22414827346801758
lalka_1_05_f000010.wav,0.1455824375152588
lalka_1_05_f000049.wav,0.24818134307861328
lalka_1_05_f000069.wav,0.335982084274292
lalka_1_05_f000091.wav,0.2022562026977539
lalka_1_05_f000095.wav,0.12059211730957031
lalka_1_05_f000120.wav,0.19580388069152832
lalka_1_05_f000145.wav,0.10436129570007324
lalka_1_05_f000146.wav,0.23369836807250977
lalka_1_05_f000162.wav,0.15713214874267578
lalka_1_05_f000236.wav,0.06596803665161133
lalka_1_05_f000239.wav,0.11302757263183594
lalka_1_05_f000240.wav,0.14386487007141113
lalka_1_05_f000241.wav,0.14941000938415527
lalka_1_06_f000030.wav,0.13336610794067383
lalka_1_06_f000138.wav,0.07555627822875977
lalka_1_06_f000139.wav,0.11916565895080566
lalka_1_06_f000145.wav,0.12982439994812012
lalka_1_06_f000180.wav,0.06974625587463379
lalka_1_06_f000190.wav,0.2494065761566162
lalka_1_06_f000199.wav,0.23818278312683105
lalka_1_06_f000200.wav,0.17719030380249023
lalka_1_07_f000039.wav,0.15597963333129883
lalka_1_07_f000057.wav,0.3858823776245117
lalka_1_07_f000069.wav,0.13402032852172852
lalka_1_07_f000074.wav,0.13765215873718262
lalka_1_07_f000088.wav,0.18147802352905273
lalka_1_07_f000090.wav,0.13482451438903809
lalka_1_07_f000110.wav,0.09649491310119629
lalka_1_07_f000140.wav,0.0783689022064209
lalka_1_08_f000022.wav,0.13533353805541992
lalka_1_08_f000099.wav,0.16432738304138184
lalka_1_08_f000116.wav,0.1473369598388672
