fname,duration
lalka_1_01_f000051.wav,0.2349987030029297
lalka_1_01_f000061.wav,0.22509551048278809
lalka_1_02_f000064.wav,0.21258068084716797
lalka_1_02_f000079.wav,0.19032955169677734
lalka_1_02_f000081.wav,0.13190817832946777
lalka_1_02_f000114.wav,0.1597766876220703
lalka_1_02_f000140.wav,0.12423539161682129
lalka_1_02_f000142.wav,0.18645381927490234
lalka_1_03_f000027.wav,0.19594573974609375
lalka_1_03_f000039.wav,0.1361532211303711
lalka_1_03_f000058.wav,0.09550070762634277
lalka_1_03_f000112.wav,0.16816020011901855
lalka_1_03_f000116.wav,0.2364335060119629
lalka_1_03_f000138.wav,0.13701653480529785
lalka_1_03_f000156.wav,0.08693528175354004
lalka_1_03_f000163.wav,0.08096814155578613
lalka_1_03_f000183.wav,0.1963515281677246
lalka_1_03_f000213.wav,0.19933319091796875
lalka_1_04_f000032.wav,0.06968092918395996
lalka_1_04_f000056.wav,0.11596918106079102
lalka_1_04_f000086.wav,0.2079920768737793
lalka_1_04_f000111.wav,0.13002252578735352
lalka_1_04_f000164.wav,0.15687322616577148
lalka_1_04_f000187.wav,0.05495572090148926
lalka_1_04_f000235.wav,0.11281466484069824
lalka_1_05_f000006.wav,0.15285348892211914
lalka_1_05_f000009.wav,0.34416723251342773
lalka_1_05_f000010.wav,0.11501193046569824
lalka_1_05_f000049.wav,0.2627220153808594
lalka_1_05_f000069.wav,0.28919029235839844
lalka_1_05_f000091.wav,0.18825149536132812
lalka_1_05_f000095.wav,0.12714219093322754
lalka_1_05_f000120.wav,0.2807331085205078
lalka_1_05_f000145.wav,0.08607149124145508
lalka_1_05_f000146.wav,0.21789336204528809
lalka_1_05_f000162.wav,0.15300464630126953
lalka_1_05_f000236.wav,0.09404397010803223
lalka_1_05_f000239.wav,0.1596829891204834
lalka_1_05_f000240.wav,0.13376927375793457
lalka_1_05_f000241.wav,0.18783211708068848
lalka_1_06_f000030.wav,0.13820195198059082
lalka_1_06_f000138.wav,0.10937690734863281
lalka_1_06_f000139.wav,0.18508601188659668
lalka_1_06_f000145.wav,0.1477208137512207
lalka_1_06_f000180.wav,0.08090829849243164
lalka_1_06_f000190.wav,0.19979310035705566
lalka_1_06_f000199.wav,0.2667832374572754
lalka_1_06_f000200.wav,0.21845650672912598
lalka_1_07_f000039.wav,0.13969802856445312
lalka_1_07_f000057.wav,0.4046051502227783
lalka_1_07_f000069.wav,0.1608293056488037
lalka_1_07_f000074.wav,0.14360570907592773
lalka_1_07_f000088.wav,0.12490296363830566
lalka_1_07_f000090.wav,0.15016794204711914
lalka_1_07_f000110.wav,0.13162517547607422
lalka_1_07_f000140.wav,0.09169316291809082
lalka_1_08_f000022.wav,0.19329404830932617
lalka_1_08_f000099.wav,0.150651216506958
lalka_1_08_f000116.wav,0.1262345314025879
lalka_1_08_f000129.wav,0.2687532901763916
lalka_1_08_f000141.wav,0.19697952270507812
lalka_1_08_f000154.wav,0.06986117362976074
lalka_1_08_f000156.wav,0.11507844924926758
lalka_1_09_f000011.wav,0.14055514335632324
lalka_1_09_f000030.wav,0.13056278228759766
lalka_1_09_f000031.wav,0.20003533363342285
lalka_1_09_f000038.wav,0.17406535148620605
