name,fragment,score,label
real_10000.wav,0,-2.0066730976104736,0
real_10000.wav,1,-4.294092655181885,0
real_1001.wav,0,0.29500725865364075,1
real_1001.wav,1,1.0051909685134888,1
real_10020.wav,0,-1.0023117065429688,0
real_10020.wav,1,-2.580554962158203,0
real_10021.wav,0,-1.3240665197372437,0
real_10028.wav,0,-0.3491828441619873,0
real_10032.wav,0,0.13515450060367584,1
real_10032.wav,1,-0.661324679851532,0
real_10032.wav,2,0.30065321922302246,1
real_10035.wav,0,-0.5477728843688965,0
real_10035.wav,1,-0.538987398147583,0
real_10037.wav,0,0.2482021600008011,1
real_10037.wav,1,0.01727309077978134,1
real_10060.wav,0,-0.2837827503681183,0
real_10060.wav,1,-1.815467119216919,0
real_10066.wav,0,0.37127575278282166,1
real_10069.wav,0,-0.12380725145339966,0
real_10069.wav,1,-1.170330286026001,0
real_10070.wav,0,-0.3699907958507538,0
real_10070.wav,1,-0.8579475283622742,0
real_10070.wav,2,-0.552985429763794,0
real_10090.wav,0,-0.7751629948616028,0
real_10093.wav,0,0.48770424723625183,1
real_10100.wav,0,0.18577277660369873,1
real_10100.wav,1,-1.1778331995010376,0
real_10108.wav,0,-0.39488473534584045,0
real_10120.wav,0,-0.2645012140274048,0
real_10120.wav,1,-1.1561909914016724,0
real_10120.wav,2,-3.552798271179199,0
real_10131.wav,0,-2.200557231903076,0
real_10131.wav,1,-1.2868205308914185,0
real_10146.wav,0,-2.5886905193328857,0
real_10146.wav,1,-0.8115627765655518,0
real_10153.wav,0,-1.1602710485458374,0
real_10153.wav,1,-1.3183039426803589,0
real_10158.wav,0,-1.418931484222412,0
real_10158.wav,1,-0.6529901027679443,0
real_10171.wav,0,-2.8766703605651855,0
real_10171.wav,1,-0.6143195629119873,0
real_10185.wav,0,-2.452709436416626,0
real_10187.wav,0,-2.2729129791259766,0
real_10187.wav,1,-6.1788105964660645,0
real_1019.wav,0,-1.6778936386108398,0
real_10204.wav,0,-3.1655125617980957,0
real_10204.wav,1,-5.228188514709473,0
real_10207.wav,0,-1.8574551343917847,0
real_10207.wav,1,-4.110779762268066,0
real_10221.wav,0,-2.05423903465271,0
real_10221.wav,1,-2.9150636196136475,0
real_10222.wav,0,-3.9167320728302,0
real_10222.wav,1,-2.7514963150024414,0
real_10225.wav,0,-3.891584873199463,0
real_10225.wav,1,-4.355579853057861,0
real_1023.wav,0,-1.5917409658432007,0
real_1023.wav,1,-0.8462384343147278,0
real_10236.wav,0,-4.173824787139893,0
real_10236.wav,1,-3.537759780883789,0
real_1024.wav,0,-0.7091975808143616,0
real_1024.wav,1,-1.724387526512146,0
real_10245.wav,0,-2.1024739742279053,0
real_10245.wav,1,-2.603703260421753,0
real_10245.wav,2,-3.876328468322754,0
real_10265.wav,0,-1.6255359649658203,0
real_10265.wav,1,-0.6572333574295044,0
